JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Asia Pacific Family Medicine,BioMed Central,United Kingdom,Yes,Yes,DOI,2008,English,Blind peer review,Yes,33,CC BY,True,Yes
"Colloquy: Text, Theory, Critique",Monash University,Australia,No,NA,DOI,1996,English,Double blind peer review,NA,26,CC BY-NC,True,No
eTropic: electronic journal of studies in the tropics,James Cook University,Australia,No,NA,DOI,2002,English,Double blind peer review,Yes,12,CC BY,True,No
Spreadsheets in Education,Bond University,Australia,No,NA,,2003,English,Double blind peer review,NA,6,CC BY-NC-ND,True,No
Fibreculture Journal,Open Humanities Press,Australia,No,NA,DOI,2003,English,Double blind peer review,NA,52,CC BY,False,No
PORTAL: Journal of Multidisciplinary International Studies,UTS ePRESS,Australia,No,NA,DOI,2004,English,Double blind peer review,Yes,52,CC BY,True,Yes
Australasian Journal of Information Systems,Australasian Association for Information Systems,Australia,No,NA,DOI,1993,English,Double blind peer review,Yes,20,CC BY-NC,True,Yes
Transnational Curriculum Inquiry,International Association for the Advancement of Curriculum Studies ,Canada,No,NA,,2004,English,Peer review,NA,4,Publisher's own license,False,No
Biolinguistics,Biolinguistics,Cyprus,No,NA,,2007,English,Double blind peer review,NA,12,CC BY,True,No
Journal of Mining and Metallurgy. Section B: Metallurgy,"Technical Faculty, Bor",Serbia,No,NA,DOI,2002,English,Blind peer review,Yes,25,CC BY-SA,True,No
Theoretical and Applied Mechanics,"Serbian Society of Mechanics & Mathematical Institute of the Serbian Academy of Sciences and Arts, Belgrade",Serbia,No,NA,DOI,2008,English,Blind peer review,NA,32,CC BY-NC-ND,False,No
Spatium,"Institute of Architecture, Urban & Spatial Planning of Serbia",Serbia,No,NA,DOI,2002,English,Double blind peer review,NA,30,CC BY-NC-ND,False,No
Electronics,University of Banja Luka,Bosnia and Herzegovina,No,NA,DOI,2009,English,Double blind peer review,NA,20,CC BY-NC,False,No
Mathematica Moravica,"University of Kragujevac, Faculty of Technical Sciences Čačak, Serbia",Serbia,No,NA,DOI,2014,English,Blind peer review,Yes,2,CC BY-SA,True,No
Journal of Mining and Metallurgy. Section A: Mining,"University of Belgrade, Technical Faculty Bor",Serbia,No,NA,DOI,2002,"English, Serbian",Blind peer review,NA,4,CC BY-SA,True,No
Nasleđe,Zavod za zaštitu spomenika kulture grada Beograda,Serbia,No,NA,DOI,2014,Serbian,Blind peer review,NA,4,CC BY,True,No
Temida,Victimology Society of Serbia and Prometej-Beograd,Serbia,No,NA,DOI,2002,"English, Serbian",Double blind peer review,NA,8,CC BY-NC-ND,False,No
Turizam,"University of Novi Sad, Department of Geography, Tourism and Hotel Management",Serbia,No,NA,,2008,English,Double blind peer review,NA,16,CC BY-NC,True,No
Serbian Astronomical Journal,"Astronomical Observatory, Department of Astronomy, Belgrade",Serbia,No,NA,DOI,1992,English,Peer review,NA,12,CC BY-NC-ND,False,No
Acta Periodica Technologica,"Faculty of Technology, Novi Sad",Serbia,No,NA,DOI,2002,English,Peer review,NA,8,CC BY-NC-ND,False,No
The University Thought: Publication in Natural Sciences,"University of Priština - Faculty of Natural Science and Mathematics, Kosovska Mitrovica",Serbia,No,NA,DOI,2016,"English, Serbian",Double blind peer review,Yes,4,CC BY-SA,True,No
Economic Horizons ,University of Kragujevac,Serbia,No,NA,DOI,2009,"English, Serbian",Double blind peer review,Yes,8,CC BY-NC-ND,False,No
Kragujevac Journal of Science,"University of Kragujevac, Faculty of Science",Serbia,No,NA,DOI,2014,"English, Serbian",Double blind peer review,NA,4,CC BY,True,No
Muzikologija,Serbian Academy of Sciences and Arts - Institute of Musicology of Serbian Academy of Sciences and Arts,Serbia,No,NA,DOI,2002,"English, Serbian",Double blind peer review,NA,12,CC BY-NC-ND,False,No
Transport & Logistics,"Technical University of Košice, University of Belgrade",Serbia,No,NA,,2001,English,Blind peer review,NA,8,Publisher's own license,False,No
Integritet i Vek Konstrukcija,"Society for Structural Integrity and Life, Institute for Material Testing",Serbia,No,NA,,2001,"English, Serbian",Double blind peer review,Yes,12,CC BY-NC-ND,False,No
Nuclear Technology and Radiation Protection,VINCA Institute of Nuclear Sciences,Serbia,No,NA,DOI,2002,English,Blind peer review,NA,36,CC BY-NC-ND,False,No
Bankarstvo,Association of Serbian Banks,Serbia,No,NA,DOI,2014,"English, Serbian",Double blind peer review,Yes,4,CC BY-SA,True,No
Serbian Journal of Electrical Engineering,Faculty of Technical Sciences in Cacak,Serbia,No,NA,DOI,2003,English,Blind peer review,NA,25,CC BY-NC-ND,False,No
The Teaching of Mathematics,Mathematical Society of Serbia,Serbia,No,NA,,1998,"English, German, Russian",Blind peer review,NA,25,CC BY,True,No
Škola Biznisa,"Visoka poslovna škola strukovnih studija, Novi Sad",Serbia,No,NA,DOI,2012,"English, Serbian",Double blind peer review,Yes,4,CC BY,True,No
Sport Mont Journal,Montenegrin Sports Academy and Faculty for Sport and Physical Education,Montenegro,Yes,NA,DOI,2003,English,Double blind peer review,NA,24,CC BY,True,No
Chemical Industry and Chemical Engineering Quarterly,Association of the Chemical Engineers of Serbia,Serbia,Yes,NA,DOI,2001,English,Peer review,NA,26,CC BY-NC-ND,False,No
Ekonomski Signali ,"Viša ekonomska škola Peć, Leposavić",Serbia,No,NA,DOI,2014,"English, Serbian",Double blind peer review,NA,4,CC BY-NC,True,No
Serbian Journal of Management,University in Belgrade,Serbia,No,NA,DOI,2006,English,Double blind peer review,NA,12,CC BY,False,No
Panoeconomicus,Economists' Association of Vojvodina,Serbia,No,NA,DOI,2006,"English, French",Double blind peer review,NA,40,CC BY,True,No
Sanamed,Association of medical doctors Sanamed Novi Pazar,Serbia,Yes,NA,DOI,2011,"English, Serbian",Double blind peer review,NA,8,CC BY,False,No
Specijalna Edukacija i Rehabilitacija,Univerzitet u Beogradu - Fakultet za specijalnu edukaciju i rehabilitaciju,Serbia,No,NA,DOI,2012,"English, Serbian",Double blind peer review,Yes,4,CC BY-SA,True,No
Journal of Medical Biochemistry,De Gruyter Open,Poland,No,NA,DOI,2007,English,Blind peer review,Yes,8,CC BY-NC-ND,True,No
TIMS: Acta,"University Educons, Faculty of Sports and Tourism, Novi Sad",Serbia,No,NA,DOI,2012,"English, Serbian",Double blind peer review,Yes,4,CC BY,True,No
Manager,University of Bucharest Publishing House,Romania,Yes,NA,DOI,2007,English,Double blind peer review,NA,6,CC BY-SA,False,No
Informatică economică,Inforec Association,Romania,No,NA,DOI,1998,"English, Romanian; Moldavian; Moldovan",Double blind peer review,Yes,8,CC BY,False,No
Acta Medica Transilvanica,Lucian Blaga University of Sibiu,Romania,No,NA,,2008,English,Double blind peer review,Yes,16,CC BY-NC-ND,True,No
Robotica & Management,Editura Eftimie Murgu,Romania,No,NA,,2012,English,Double blind peer review,NA,8,CC BY-SA,False,No
Studia Universitatis Babeş-Bolyai: Educatio Artis Gymnasticae,Cluj University Press,Romania,No,NA,,2006,English,Double blind peer review,NA,8,CC BY-NC-ND,False,No
Studii de Biblioteconomie şi Ştiinţa Informării,University of Bucharest,Romania,No,NA,,2008,"English, Romanian; Moldavian; Moldovan",Double blind peer review,Yes,20,CC BY,True,No
Bulletin of Integrative Psychiatry ,Sedcom Libris,Romania,No,NA,,2014,"English, Romanian; Moldavian; Moldovan",Peer review,NA,12,CC BY,False,No
"Analele Universităţii ""Eftimie Murgu"" Reşiţa: Fascicola I, Inginerie",Eftimie Murgu University of Resita,Romania,No,NA,,2005,English,Double blind peer review,Yes,7,CC BY,False,No
Analize: Journal of Gender and Feminist Studies,Romanian Society for Feminist Analyses (AnA),Romania,No,NA,,2013,"English, French",Double blind peer review,NA,16,CC BY,False,No
Acta Horti Botanici Bucurestiensis,De Gruyter Open,Poland,No,NA,DOI,2013,English,Peer review,Yes,25,CC BY-NC-ND,True,No
"Hermeneia: Journal of Hermeneutics, Art Theory and Art Criticism",Axis Academic Foundation ,Romania,No,NA,,2003,"English, French, German, Italian, Spanish; Castilian",Double blind peer review,NA,12,CC BY-ND,False,No
Economia: Seria Management,Editura ASE,Romania,No,NA,,2000,English,Peer review,Yes,10,CC BY-NC,False,No
Revista Transilvană de Ştiinţe Administrative,Babes-Bolyai University,Romania,No,NA,,1998,Romanian; Moldavian; Moldovan,Double blind peer review,Yes,6,CC BY,False,No
"Discobolul: Physical Education, Sports and Kinetotherapy Journal",Discobolul Publishing House,Romania,Yes,NA,,2010,English,Blind peer review,NA,4,CC BY,False,No
Romanian Economic Journal,Editura ASE Bucuresti,Romania,No,NA,,2004,"English, French",Double blind peer review,NA,4,Publisher's own license,False,No
Applied Sciences (Bucureşti),Balkan Society of Geometers,Romania,No,NA,,1999,English,Double blind peer review,Yes,8,Publisher's own license,False,No
Romanian Journal of Applied Psychology,West University of Timisoara,Romania,No,NA,,2009,"English, Romanian; Moldavian; Moldovan",Peer review,Yes,10,CC BY,False,No
Buletinul Cercurilor Științifice Studențești,“1 Decembrie 1918” University of Alba Iulia,Romania,No,NA,,1995,"English, Romanian; Moldavian; Moldovan",Double blind peer review,NA,26,CC BY-SA,True,No
Romanian Journal of Communications and Public Relations,"National University of Political Studies and Public Administration (SNSPA), College of Communication and Public Relations, Bucharest",Romania,No,NA,DOI,2008,English,Blind peer review,Yes,12,CC BY-NC,False,No
Scientific Bulletin of Naval Academy,Naval Academy Press,Romania,Yes,NA,,2011,English,Double blind peer review,NA,8,CC BY-NC-SA,True,No
Management Intercultural,Romanian Foundation for Business Intelligence,Romania,Yes,NA,Handles,1999,"French, Romanian; Moldavian; Moldovan",Double blind peer review,NA,10,CC BY-ND,False,No
Apples: Journal of Applied Language Studies,University of Jyväskylä,Finland,No,NA,DOI,2009,"English, Finnish, German, Swedish",Double blind peer review,NA,32,Publisher's own license,True,No
Ennen ja Nyt: Historian Tietosanomat,Historiallinen yhdistys,Finland,No,NA,,2001,"English, Finnish, Swedish",Double blind peer review,Yes,5,CC BY,True,No
Nordic Studies on Alcohol and Drugs ,SAGE Publishing,United Kingdom,No,NA,DOI,2011,"Danish, English, Norwegian, Swedish",Double blind peer review,Yes,30,CC BY-NC,False,No
J@rgonia,Registered Association of Hela Researchers,Finland,No,NA,,2003,"English, Finnish",Double blind peer review,Yes,20,CC BY,True,No
Agricultural and Food Science,Scientific Agricultural Society of Finland,Finland,No,NA,,2002,English,Blind peer review,NA,22,CC BY,True,No
Journal of Artificial Societies and Social Simulation,University of Surrey,United Kingdom,No,NA,DOI,1998,English,Double blind peer review,NA,21,CC BY,False,No
Forced Migration Review,University of Oxford,United Kingdom,No,NA,,1998,"Arabic, English, French, Spanish; Castilian",Editorial review,NA,20,CC BY-NC-ND,False,No
International Journal of Neuropsychopharmacology,Oxford University Press,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,NA,12,CC BY-NC,False,No
Discrete Mathematics & Theoretical Computer Science,Discrete Mathematics & Theoretical Computer Science,France,No,NA,,1997,English,Peer review,NA,52,CC BY,False,No
Archaeology International,Ubiquity Press,United Kingdom,Yes,Yes,DOI,1997,English,Blind peer review,NA,11,CC BY,True,Yes
Noise and Health,Wolters Kluwer Medknow Publications,India,Yes,NA,DOI,2007,English,Double blind peer review,NA,39,CC BY-NC-SA,False,No
Breast Cancer Research ,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Peer review,Yes,12,CC BY,True,Yes
Respiratory Research,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,17,CC BY,True,Yes
Film-Philosophy,Edinburgh University Press,United Kingdom,No,NA,,2006,English,Double blind peer review,NA,52,CC BY-NC,True,No
International Journal of Clinical Legal Education,Northumbria University Library,United Kingdom,No,NA,DOI,2014,English,Double blind peer review,NA,9,CC BY,True,No
Geochemical Transactions,Springer,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,28,CC BY,True,Yes
Plant Biotechnology Journal,Wiley,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,20,CC BY,True,No
Current Controlled Trials in Cardiovascular Medicine,BioMed Central,NA,NA,NA,,2000,NA,NA,NA,NA,CC BY,NA,No
Science and Technology of Advanced Materials,Taylor & Francis Group,United Kingdom,Yes,Yes,DOI,2000,English,Peer review,Yes,15,CC BY-NC,False,No
Geofluids,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,24,CC BY,True,Yes
Journal of the Renin-Angiotensin-Aldosterone System,SAGE Publishing,United States,Yes,NA,DOI,2014,English,Blind peer review,Yes,15,CC BY-NC,True,No
"Consciousness, Literature and the Arts",University of Lincoln,United Kingdom,No,NA,,2000,English,Double blind peer review,NA,16,CC BY-NC,True,No
German as a Foreign Language,GFL,Germany,No,NA,,2000,"English, German",Double blind peer review,NA,12,Publisher's own license,False,No
BMC Biochemistry,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,18,CC BY,True,Yes
BMC Bioinformatics,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,19,CC BY,True,Yes
BMC Cell Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,21,CC BY,True,Yes
BMC Developmental Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,20,CC BY,True,Yes
BMC Evolutionary Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,17,CC BY,True,Yes
BMC Genetics,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,20,CC BY,True,Yes
BMC Genomics,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,17,CC BY,True,Yes
BMC Immunology,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,21,CC BY,True,Yes
BMC Microbiology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,18,CC BY,True,Yes
BMC Molecular Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,20,CC BY,True,Yes
BMC Neuroscience,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,19,CC BY,True,Yes
BMC Plant Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,19,CC BY,True,Yes
BMC Anesthesiology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Cardiovascular Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,19,CC BY,True,Yes
BMC Emergency Medicine,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,29,CC BY,True,Yes
BMC Medical Research Methodology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC Family Practice,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Open peer review,Yes,18,CC BY,True,Yes
BMC Gastroenterology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,22,CC BY,True,Yes
BMC Geriatrics,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,20,CC BY,True,Yes
BMC Blood Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,25,CC BY,True,No
BMC Infectious Diseases,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,21,CC BY,True,Yes
BMC Medical Imaging,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,27,CC BY,True,Yes
BMC Medical Genetics,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Open peer review,Yes,22,CC BY,True,Yes
BMC Nephrology,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Open peer review,Yes,20,CC BY,True,Yes
BMC Neurology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,19,CC BY,True,Yes
BMC Pregnancy and Childbirth,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,21,CC BY,True,Yes
BMC Cancer,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,19,CC BY,True,Yes
BMC Ophthalmology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Pediatrics,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,21,CC BY,True,Yes
BMC Psychiatry,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,20,CC BY,True,Yes
BMC Public Health,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,18,CC BY,True,Yes
BMC Pulmonary Medicine,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC Musculoskeletal Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Open peer review,Yes,19,CC BY,True,Yes
BMC Surgery,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Urology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,21,CC BY,True,Yes
BMC Dermatology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
Archaea ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2002,English,Blind peer review,Yes,16,CC BY,True,Yes
BMC Biotechnology,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Blind peer review,Yes,20,CC BY,True,Yes
BMC Chemical Biology,BioMed Central,NA,NA,NA,,2001,NA,NA,NA,NA,CC BY,NA,Yes
BMC Ecology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,22,CC BY,True,Yes
BMC Physiology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,23,CC BY,True,Yes
BMC Structural Biology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,19,CC BY,True,Yes
"BMC Ear, Nose and Throat Disorders",BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC Endocrine Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC Oral Health,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,22,CC BY,True,Yes
BMC Palliative Care,BioMed Central,United Kingdom,Yes,Yes,DOI,2002,English,Open peer review,Yes,21,CC BY,True,Yes
BMC Women's Health,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Complementary and Alternative Medicine,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,19,CC BY,True,Yes
BMC Clinical Pathology,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Medical Education,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,24,CC BY,True,Yes
BMC Medical Ethics,BioMed Central,United Kingdom,Yes,Yes,DOI,2000,English,Open peer review,Yes,25,CC BY,True,Yes
BMC Medical Informatics and Decision Making,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC Nursing,BioMed Central,United Kingdom,Yes,Yes,DOI,2002,English,Open peer review,Yes,30,CC BY,True,Yes
BMC Health Services Research,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,23,CC BY,True,Yes
BMC International Health and Human Rights,BioMed Central,United Kingdom,Yes,Yes,DOI,2001,English,Open peer review,Yes,28,CC BY,True,Yes
